product_code,description,batch_code
ULX107,UNILUX HOT/COLD WATER INLET HOSE 2M,0052119256
ULX108,UNILUX APPLIANCE MAT - RUBBER,
ULX108,UNILUX APPLIANCE MAT - RUBBER,0052124264
ULX109,UNILUX APPLIANCE MAT - WHITE,
ULX109,UNILUX APPLIANCE MAT - WHITE,005212505012
ULX150,UNILUX RANGEHOOD DUCTING KIT WALL/EAVE,
ULX150,UNILUX RANGEHOOD DUCTING KIT WALL/EAVE,00521242641
ULX250,UNILUX ACTIVE CARBON FILTER SINGLE,
ULX250,UNILUX ACTIVE CARBON FILTER SINGLE,006232400814
914000TMW,BILLI BOILING AND STILL MW TOUCH,
914000TMW,BILLI BOILING AND STILL MW TOUCH,005212508419
915100LUB,BILLI LEV BOILING/CHILL/SPARK UB,
915100LUB,BILLI LEV BOILING/CHILL/SPARK UB,0052125031
CK60SCF,GLEM 60CM SLIMLINE SS CANOPY,
CK60SCF,GLEM 60CM SLIMLINE SS CANOPY,9232513512
CK60SLF,GLEMGAS 600MM S/S S/OUT HOOD,
CK60SLF,GLEMGAS 600MM S/S S/OUT HOOD,005212413112
CK90FP,GLEMGAS 90CM S STEEL CANOPY LED LIGHT,
CK90FP,GLEMGAS 90CM S STEEL CANOPY LED LIGHT,00521251549
GS965DOPXMB,GLEM GAS MATT BLACK BI ENERGY COOKER,
GS965DOPXMB,GLEM GAS MATT BLACK BI ENERGY COOKER,005212405911
CBC064BG,CHIQ 64L BEVERAGE CENTRE /55 CANS /BLACK,
CBC064BG,CHIQ 64L BEVERAGE CENTRE /55 CANS /BLACK,005212428510
,CHIQ 64L BEVERAGE CENTRE /55 CANS /BLACK,8625164
CBC094BG,CHIQ 94L BEVERAGE CENTRE / 85 CANS/BLACK,
CBC094BG,CHIQ 94L BEVERAGE CENTRE / 85 CANS/BLACK,005212428511
,CHIQ 94L BEVERAGE CENTRE / 85 CANS/BLACK,87251341
CBC233BG,CHIQ 233L BEVERAGE CENTRE / BLACK,
CBC233BG,CHIQ 233L BEVERAGE CENTRE / BLACK,9232516510
CBM283NW3,CHIQ 283L BOTTOM MOUNTED FRIDGE(WHITE),
CBM283NW3,CHIQ 283L BOTTOM MOUNTED FRIDGE(WHITE),00571240138
,CHIQ 283L BOTTOM MOUNTED FRIDGE(WHITE),92324321
CCD502NBS,CHIQ 503L CROSS DOOR FRIDGE (BLK STEEL),
CCD502NBS,CHIQ 503L CROSS DOOR FRIDGE (BLK STEEL),00521241423
,CHIQ 503L CROSS DOOR FRIDGE (BLK STEEL),8724361
,CHIQ 503L CROSS DOOR FRIDGE (BLK STEEL),92324359
CCF142WE,CHIQ 142L HYBRID CHEST FREEZER(WHITE),
CCF142WE,CHIQ 142L HYBRID CHEST FREEZER(WHITE),0087240045
,CHIQ 142L HYBRID CHEST FREEZER(WHITE),8723258
CRBM228NR3,CHIQ 231L RETRO BOTTOM MOUNT FRIDGE-RED,
CRBM228NR3,CHIQ 231L RETRO BOTTOM MOUNT FRIDGE-RED,923251655
CRSR089DR1,CHIQ 90L RETRO BAR BRIDGE - RED,
CRSR089DR1,CHIQ 90L RETRO BAR BRIDGE - RED,00521250214
,CHIQ 90L RETRO BAR BRIDGE - RED,15125050
CRSR090DB1,CHIQ 90L RETRO BAR BRIDGE - BLACK,
CRSR090DB1,CHIQ 90L RETRO BAR BRIDGE - BLACK,00521250213
,CHIQ 90L RETRO BAR BRIDGE - BLACK,8725039
,CHIQ 90L RETRO BAR BRIDGE - BLACK,9232516511
CSF085DW,CHIQ 85L UPRIGHT FREEZER(WHITE),
CSF085DW,CHIQ 85L UPRIGHT FREEZER(WHITE),005212403610
CSH121NBS,CHIQ 122L HYBRID FRIDGE / FREEZER (B/S),
CSH121NBS,CHIQ 122L HYBRID FRIDGE / FREEZER (B/S),00521242844
,CHIQ 122L HYBRID FRIDGE / FREEZER (B/S),923251657
CSH166NW,CHIQ 166L VERTICAL HYBRID FREEZER WHITE,
CSH166NW,CHIQ 166L VERTICAL HYBRID FREEZER WHITE,00521250554
CSH311NWL3,CHIQ 311L HYBRID UPRIGHT FREEZER(WHITE),
CSH311NWL3,CHIQ 311L HYBRID UPRIGHT FREEZER(WHITE),923251658
CSR046DW,CHIQ 46L BAR FRIDGE(WHITE),
CSR046DW,CHIQ 46L BAR FRIDGE(WHITE),005712401310
CSR120DW,CHIQ 126L FULL FRIDGE(WHITE),
CSR120DW,CHIQ 126L FULL FRIDGE(WHITE),00571240136
,CHIQ 126L FULL FRIDGE(WHITE),8725134
CTM086DW,CHIQ 86L TWO DOOR BAR FRIDGE(WHITE),
CTM086DW,CHIQ 86L TWO DOOR BAR FRIDGE(WHITE),00118240102
,CHIQ 86L TWO DOOR BAR FRIDGE(WHITE),923251301
CTM200NSS5E,CHIQ 202L TOPMOUNTFRIDGE(STAINLESSSTEEL),
CTM200NSS5E,CHIQ 202L TOPMOUNTFRIDGE(STAINLESSSTEEL),00521250291
,CHIQ 202L TOPMOUNTFRIDGE(STAINLESSSTEEL),923251656
CTM202NW3,CHIQ 202L TOP MOUNTED FRIDGE(WHITE),
CTM202NW3,CHIQ 202L TOP MOUNTED FRIDGE(WHITE),0087240122
,CHIQ 202L TOP MOUNTED FRIDGE(WHITE),8623352
CTM410NW,CHIQ 410L TOP MOUNT FRIDGE(WHITE),
CTM410NW,CHIQ 410L TOP MOUNT FRIDGE(WHITE),00623240049
,CHIQ 410L TOP MOUNT FRIDGE(WHITE),923251659
CTM515NW,CHIQ 515L TOP MOUNT FRIDGE (WHITE),
CTM515NW,CHIQ 515L TOP MOUNT FRIDGE (WHITE),00521243113
,CHIQ 515L TOP MOUNT FRIDGE (WHITE),923251654
WDFL85PL48G1,CHIQ 8.5KG WASHERANDDRYERCOMBO(GUNMETAL),
WDFL85PL48G1,CHIQ 8.5KG WASHERANDDRYERCOMBO(GUNMETAL),00521241853
WDFL85T48W4,CHIQ 8.5KG FRONT LOADWASHER & DRYERCOMBO,
WDFL85T48W4,CHIQ 8.5KG FRONT LOADWASHER & DRYERCOMBO,00521251485
WFL85PL48G1,CHIQ 8.5KG FRONTLOADWASHERONLY(GUNMETAL),
WFL85PL48G1,CHIQ 8.5KG FRONTLOADWASHERONLY(GUNMETAL),0052124185
,CHIQ 8.5KG FRONTLOADWASHERONLY(GUNMETAL),87250502
WTL78FDG,CHIQ 8KG TOP LOAD(GUN METAL),
WTL78FDG,CHIQ 8KG TOP LOAD(GUN METAL),00521241852
UL67297722,OMO LAUNDRY LIQUID 4.2L,
UL67297722,OMO LAUNDRY LIQUID 4.2L,00521221322
UL67740481,OMO LAUNDRY POWDER 6KG,
UL67740481,OMO LAUNDRY POWDER 6KG,00521221323
UL69974585,OMO PRO LIQUID SENSITIVE 4.2L,
UL69974585,OMO PRO LIQUID SENSITIVE 4.2L,0052124285
AUT6104BK/79,PHILIPS RO TAP WATER STATION AQUAMATTBLK,
AUT6104BK/79,PHILIPS RO TAP WATER STATION AQUAMATTBLK,0052125021
AUT6104BN/79,PHILIPS RO TAP WATER STATION AQPABNICKEL,
AUT6104BN/79,PHILIPS RO TAP WATER STATION AQPABNICKEL,00521243412
WF10P11W,TCL 10KG MEPS 5 STAR WELLS 4.5 STAR,
WF10P11W,TCL 10KG MEPS 5 STAR WELLS 4.5 STAR,00521251486
,TCL 10KG MEPS 5 STAR WELLS 4.5 STAR,92325171
BEL653MB3A,SERIES 2 INBUILT MICROWAVE - BLACK 25LTR,
BEL653MB3A,SERIES 2 INBUILT MICROWAVE - BLACK 25LTR,00521221864
BIC7101B1A,BOSCH 14CM BLACK WARMING DRAWER,
BIC7101B1A,BOSCH 14CM BLACK WARMING DRAWER,005212400537
,BOSCH 14CM BLACK WARMING DRAWER,8623322
CMG7241B1A,BOSCH COMBI M/W AIRFRY TFT TOUCH SCREEN,
CMG7241B1A,BOSCH COMBI M/W AIRFRY TFT TOUCH SCREEN,005212400536
,BOSCH COMBI M/W AIRFRY TFT TOUCH SCREEN,87233221
CMG936AB1A,BOSCHACCENTLINE CMBI M/W AIRFRY 1LVLRAIL,
CMG936AB1A,BOSCHACCENTLINE CMBI M/W AIRFRY 1LVLRAIL,0052125007
CTL9181B0,BOSCH ACCENTLINE AUTOMILK AROMA DBL SHOT,
CTL9181B0,BOSCH ACCENTLINE AUTOMILK AROMA DBL SHOT,0052125058
DBB97AM60A,90CM INTEGRATED DESIGN HOOD 749M3/H,
DBB97AM60A,90CM INTEGRATED DESIGN HOOD 749M3/H,5212507335
DFM064W54A,BOSCH 60CM SLIDEOUT 389M3/H,
DFM064W54A,BOSCH 60CM SLIDEOUT 389M3/H,006232400810
,BOSCH 60CM SLIDEOUT 389M3/H,5212132350
DFS067A51A,BOSCH 60CM 728M3/H ECO SILENCE MOTOR,
DFS067A51A,BOSCH 60CM 728M3/H ECO SILENCE MOTOR,00521240934
,BOSCH 60CM 728M3/H ECO SILENCE MOTOR,5212132351
DFS097A51AB,BOSCH 90CM 729M3/H ECO SILENCE MOTOR,
DFS097A51AB,BOSCH 90CM 729M3/H ECO SILENCE MOTOR,992413716
DHL785BAU,BOSCH 70CM SS INTEGRATED R'HOOD,
DHL785BAU,BOSCH 70CM SS INTEGRATED R'HOOD,00521241023
,BOSCH 70CM SS INTEGRATED R'HOOD,923251352
DHL895DAU,BOSCH 86CM INTERGRATED RANGEHOOD,
DHL895DAU,BOSCH 86CM INTERGRATED RANGEHOOD,00570240123
,BOSCH 86CM INTERGRATED RANGEHOOD,5211920627
DLN54AA70A,BOSCH 53CM INTEGRATED RANGEHOOD,
DLN54AA70A,BOSCH 53CM INTEGRATED RANGEHOOD,0052125083
DLN56AC60A,SERIES 6 INTEGRATED RANGEHOOD 52 CM,
DLN56AC60A,SERIES 6 INTEGRATED RANGEHOOD 52 CM,00521251252
DLN88PC60A,SERIES 8 INTEGRATED RANGEHOOD 86 CM,
DLN88PC60A,SERIES 8 INTEGRATED RANGEHOOD 86 CM,0052125171
DSZ4545,BOSCH RECIRCULATION KIT FOR DFL064W50A,
DSZ4545,BOSCH RECIRCULATION KIT FOR DFL064W50A,004252401346
DWZ6IB1I4,CLEAN AIR STANDARD RECIRCULATION KIT,
DWZ6IB1I4,CLEAN AIR STANDARD RECIRCULATION KIT,00521243401
HBA534BB3A,SERIES 4 60CM BLACK ECOCLEAN,
HBA534BB3A,SERIES 4 60CM BLACK ECOCLEAN,00521251635
HBA572ES3A,SERIES 6 60CM SS PYRO AIR FRYER,
HBA572ES3A,SERIES 6 60CM SS PYRO AIR FRYER,00521251542
HBA574EB0A,BOSCH 7 FUNCTIONS PYRO 60CM OVEN,
HBA574EB0A,BOSCH 7 FUNCTIONS PYRO 60CM OVEN,521220907
HBA574EB3A,SERIES 4 BUILT IN PYRO OVEN 60CM,
HBA574EB3A,SERIES 4 BUILT IN PYRO OVEN 60CM,0052125078
HBF133BS0A,BOSCH SERIES 2 MULTI FUNCTION OVEN,
HBF133BS0A,BOSCH SERIES 2 MULTI FUNCTION OVEN,005212400520
,BOSCH SERIES 2 MULTI FUNCTION OVEN,5212515035
HBF134EB0A,BOSCH 60CM PLUG N PLAY OVEN BLK,
HBF134EB0A,BOSCH 60CM PLUG N PLAY OVEN BLK,005212400529
,BOSCH 60CM PLUG N PLAY OVEN BLK,571251501
HBG7741B1A,BOSCH PYRO AIRFRY TFT TOUCH DISPLAY,
HBG7741B1A,BOSCH PYRO AIRFRY TFT TOUCH DISPLAY,005212400525
,BOSCH PYRO AIRFRY TFT TOUCH DISPLAY,5212515036
,BOSCH PYRO AIRFRY TFT TOUCH DISPLAY,92325156
HBG976MB1A,BOSCH ACCENTLINE PYRO AIRFRY CLIP RAIL,
HBG976MB1A,BOSCH ACCENTLINE PYRO AIRFRY CLIP RAIL,00521243174
,BOSCH ACCENTLINE PYRO AIRFRY CLIP RAIL,5212515037
HEZ638270,BOSCH TELESCOPIC EXTENSION RAILS 2 LEVEL,
HEZ638270,BOSCH TELESCOPIC EXTENSION RAILS 2 LEVEL,004252401352
HLS79R351A,BOSCH 60CM PYRO FREESTANDER COOKER,
HLS79R351A,BOSCH 60CM PYRO FREESTANDER COOKER,0052124015
,BOSCH 60CM PYRO FREESTANDER COOKER,92325158
HMG7761B1A,BOSCH PYRO AIRFRY TFT TOUCH DISPLAY M/W,
HMG7761B1A,BOSCH PYRO AIRFRY TFT TOUCH DISPLAY M/W,00521251251
,BOSCH PYRO AIRFRY TFT TOUCH DISPLAY M/W,5212515038
HNG8764C7,BOSCH 60CM ACCENTLINE ADDED STEAM MICRO,
HNG8764C7,BOSCH 60CM ACCENTLINE ADDED STEAM MICRO,004252401336
,BOSCH 60CM ACCENTLINE ADDED STEAM MICRO,5212134051
HNG978QB1A,BOSCH ACCENTLINE PYRO STEAM & M/W CAMERA,
HNG978QB1A,BOSCH ACCENTLINE PYRO STEAM & M/W CAMERA,00521243474
,BOSCH ACCENTLINE PYRO STEAM & M/W CAMERA,5212515039
HRG776MB1A,BOSCH PYRO ADDED STEAM AIRFRY,
HRG776MB1A,BOSCH PYRO ADDED STEAM AIRFRY,004252401345
,BOSCH PYRO ADDED STEAM AIRFRY,5212515040
HRG8769C7,BOSCH 60CM ACCENTLINE PYRO ADDED STEAM,
HRG8769C7,BOSCH 60CM ACCENTLINE PYRO ADDED STEAM,004252401337
HRG978NB1A,BOSCH ACCENTLINE PYRO ADDED STEAM AIRFRY,
HRG978NB1A,BOSCH ACCENTLINE PYRO ADDED STEAM AIRFRY,00521240186
,BOSCH ACCENTLINE PYRO ADDED STEAM AIRFRY,5212515041
HSG958DB1A,BOSCH ACCENTLINE FULL STEAM AIRFRY,
HSG958DB1A,BOSCH ACCENTLINE FULL STEAM AIRFRY,87233223
KFN96APEAA,BOSCH 605L QUAD DOOR FRIDGE S/S METAL,
KFN96APEAA,BOSCH 605L QUAD DOOR FRIDGE S/S METAL,923251652
MBA534BS0A,BOSCH 71L BUILT IN DOUBLE OVEN,
MBA534BS0A,BOSCH 71L BUILT IN DOUBLE OVEN,00521240239
PBH6B5B90A,BOSCH 60CM GAS COOKTOP,
PBH6B5B90A,BOSCH 60CM GAS COOKTOP,005212400519
,BOSCH 60CM GAS COOKTOP,571251502
PCI6A5B90A,BSH 60CM GAS COOKTOP FLAME SELECT S/S,
PCI6A5B90A,BSH 60CM GAS COOKTOP FLAME SELECT S/S,005212400913
,BSH 60CM GAS COOKTOP FLAME SELECT S/S,571251503
PCR9A5B90A,BSH 90CM GAS C/TOP FLAME SELECT SS 5 BNR,
PCR9A5B90A,BSH 90CM GAS C/TOP FLAME SELECT SS 5 BNR,0052124074
PCT9A5B90A,BSH 90CM GAS C/TOP FLAME SELECT SS 6 BNR,
PCT9A5B90A,BSH 90CM GAS C/TOP FLAME SELECT SS 6 BNR,0057024007
,BSH 90CM GAS C/TOP FLAME SELECT SS 6 BNR,571251504
PIV931HC1E,BOSCH 90 CM INDUCTION COOKTOP,
PIV931HC1E,BOSCH 90 CM INDUCTION COOKTOP,00521241841
,BOSCH 90 CM INDUCTION COOKTOP,5212515045
PIX631HC1E,BOSCH 60CM FLEXINDUCTION COOKTOP,
PIX631HC1E,BOSCH 60CM FLEXINDUCTION COOKTOP,0052124109
PKE611CA2A,BOSCH 60CM CERAMIC COOKTOP 4 ZONE,
PKE611CA2A,BOSCH 60CM CERAMIC COOKTOP 4 ZONE,005212400910
,BOSCH 60CM CERAMIC COOKTOP 4 ZONE,5212515055
PKM875DP1A,BOSCH SERIES 8 80CM CERAMIC C/TOP,
PKM875DP1A,BOSCH SERIES 8 80CM CERAMIC C/TOP,005212400535
PPS9A6B91A,BOSCH 90CM GASONGLASS15MJHWKFLAMESELECT,
PPS9A6B91A,BOSCH 90CM GASONGLASS15MJHWKFLAMESELECT,00521242495
,BOSCH 90CM GASONGLASS15MJHWKFLAMESELECT,102251713
PUJ611BB5E,BOSCH 60CM 3 ZONE INDUCTION COOKTOP,
PUJ611BB5E,BOSCH 60CM 3 ZONE INDUCTION COOKTOP,005212400528
PUJ611BB5H,SERIES 4 INDUCTION COOKTOP 60 CM BLACK,
PUJ611BB5H,SERIES 4 INDUCTION COOKTOP 60 CM BLACK,5212516344
,SERIES 4 INDUCTION COOKTOP 60 CM BLACK,8725171
PVQ731F15E,BOSCH 70CM INDUCTION WITH DOWNDRAFT,
PVQ731F15E,BOSCH 70CM INDUCTION WITH DOWNDRAFT,00521243472
PVQ811H26E,BOSCH SERIES 6 INDUCTION COOKTOP 80CM,
PVQ811H26E,BOSCH SERIES 6 INDUCTION COOKTOP 80CM,005212430510
PXE875DC1E,BOSCH SERIES 8 80CM FLEXINDUCTION C/TOP,
PXE875DC1E,BOSCH SERIES 8 80CM FLEXINDUCTION C/TOP,005212400531
,BOSCH SERIES 8 80CM FLEXINDUCTION C/TOP,5212512510
PXV975DV1E,BOSCH 90CM FLEX INDUCTION COOKTOP,
PXV975DV1E,BOSCH 90CM FLEX INDUCTION COOKTOP,00570240122
,BOSCH 90CM FLEX INDUCTION COOKTOP,5212515046
PXX995KX5E,BOSCH 90CM ACCENTLINE INDUCTION COOKTOP,
PXX995KX5E,BOSCH 90CM ACCENTLINE INDUCTION COOKTOP,00777241297
,BOSCH 90CM ACCENTLINE INDUCTION COOKTOP,99250771
PXY898DX6E,BOSCH 80CM ACCENTLINE FLEX C/TOP,
PXY898DX6E,BOSCH 80CM ACCENTLINE FLEX C/TOP,004252401340
,BOSCH 80CM ACCENTLINE FLEX C/TOP,571251505
SBV8EDX01A,BOSCH SERIES8 14PL FULLY-INT TALL TUB,
SBV8EDX01A,BOSCH SERIES8 14PL FULLY-INT TALL TUB,0042524013253
SMI6HCS01A,BOSCH SERIES 6 SEMI-INTEGRATED D/W,
SMI6HCS01A,BOSCH SERIES 6 SEMI-INTEGRATED D/W,0052124257
SMP6HCB01A,BOSCH 4STAR ENERGY5.5 STAR WELS BCKINOX,
SMP6HCB01A,BOSCH 4STAR ENERGY5.5 STAR WELS BCKINOX,005212400526
,BOSCH 4STAR ENERGY5.5 STAR WELS BCKINOX,5212507338
SMS24AI01A,BOSCH 13 PLACE SETTINGS 4 WASH PROGRAMME,
SMS24AI01A,BOSCH 13 PLACE SETTINGS 4 WASH PROGRAMME,0057024012
,BOSCH 13 PLACE SETTINGS 4 WASH PROGRAMME,5212515721
SMS4HVB01A,BOSCH SERIES 4 F/S D/W - BLACK,
SMS4HVB01A,BOSCH SERIES 4 F/S D/W - BLACK,0042524013250
,BOSCH SERIES 4 F/S D/W - BLACK,57125170
SMS4HVI01A,BOSCH SERIES 4 FREESTANDING DISHWASHER,
SMS4HVI01A,BOSCH SERIES 4 FREESTANDING DISHWASHER,006232400410
,BOSCH SERIES 4 FREESTANDING DISHWASHER,5212515048
SMS6HAI02A,BOSCH SERIES 6 FREESTANDING 14PL,
SMS6HAI02A,BOSCH SERIES 6 FREESTANDING 14PL,5212509016
,BOSCH SERIES 6 FREESTANDING 14PL,571251507
SMS6HCB01A,BOSCH SERIES 6 FREESTANDING D/W- BLACK,
SMS6HCB01A,BOSCH SERIES 6 FREESTANDING D/W- BLACK,005212402914
,BOSCH SERIES 6 FREESTANDING D/W- BLACK,5212507339
SMS6HCI02A,BOSCH SERIES6 15PL F/S CUTLERY TRAY,
SMS6HCI02A,BOSCH SERIES6 15PL F/S CUTLERY TRAY,0086240043
,BOSCH SERIES6 15PL F/S CUTLERY TRAY,5212515049
SMS8EDI01A,BOSCH SERIES 8 FREESTANDING D/W,
SMS8EDI01A,BOSCH SERIES 8 FREESTANDING D/W,00521240223
,BOSCH SERIES 8 FREESTANDING D/W,99250772
SMT8ZC801A,BOSCH ACCENTLINE FULLY INTEGRATED D/W,
SMT8ZC801A,BOSCH ACCENTLINE FULLY INTEGRATED D/W,00521240733
SMU8EDS01A,SERIES 8 BUILT-UNDER DISHWASHER,
SMU8EDS01A,SERIES 8 BUILT-UNDER DISHWASHER,8722004
SMV6HCX01A,BOSCH SERIES 6 FULLY-INTEGRATED D/W,
SMV6HCX01A,BOSCH SERIES 6 FULLY-INTEGRATED D/W,006232400414
VBC5540S0,BOSCH 90CM BUILT IN COOKER,
VBC5540S0,BOSCH 90CM BUILT IN COOKER,00521240126
VBD578FB0,BOSCH BLACK 90CM INBUILT PYRO OVEN,
VBD578FB0,BOSCH BLACK 90CM INBUILT PYRO OVEN,004252401344
VBD578FS0,BOSCH SERIES 6 90CM BUILT IN PYRO OVEN,
VBD578FS0,BOSCH SERIES 6 90CM BUILT IN PYRO OVEN,00521240603
,BOSCH SERIES 6 90CM BUILT IN PYRO OVEN,521250844
WAN24126AU,SERIES 4 WASHER 9KG,
WAN24126AU,SERIES 4 WASHER 9KG,00521243206
,SERIES 4 WASHER 9KG,87250501
WGB25600AU,BOSCH SERIES 8 WASHER 10KG,
WGB25600AU,BOSCH SERIES 8 WASHER 10KG,00521243059
,BOSCH SERIES 8 WASHER 10KG,8724306
WGB256A1AU,BOSCH SERIES 8 WASHER 10KG IDOS,
WGB256A1AU,BOSCH SERIES 8 WASHER 10KG IDOS,005212431316
,BOSCH SERIES 8 WASHER 10KG IDOS,8724318
WGE03408AU,BOSCH SERIES 2 FRONT LOADER,
WGE03408AU,BOSCH SERIES 2 FRONT LOADER,00521251331
,BOSCH SERIES 2 FRONT LOADER,87251471
WGG24401AU,BOSCH SERIES 8 9KG RELOAD SPEEDPERFECT,
WGG24401AU,BOSCH SERIES 8 9KG RELOAD SPEEDPERFECT,005212400523
,BOSCH SERIES 8 9KG RELOAD SPEEDPERFECT,5212515050
WGG2449RAU,BOSCH 9KGGRAPHITE GREY1400RPM AQUASECURE,
WGG2449RAU,BOSCH 9KGGRAPHITE GREY1400RPM AQUASECURE,00521241371
,BOSCH 9KGGRAPHITE GREY1400RPM AQUASECURE,87241562
WGG244A0AU,BOSCH SERIES 8 9KG I DOS AUTOSTAIN,
WGG244A0AU,BOSCH SERIES 8 9KG I DOS AUTOSTAIN,005212400524
,BOSCH SERIES 8 9KG I DOS AUTOSTAIN,5212515051
WGG244ARAU,BOSCH 9KG GRAPHITE GREY 1400RPM I DOS,
WGG244ARAU,BOSCH 9KG GRAPHITE GREY 1400RPM I DOS,92325165
WGG254Z0AU,SERIES 6 FRONT LAOD WASHER 10KG,
WGG254Z0AU,SERIES 6 FRONT LAOD WASHER 10KG,0052125141
,SERIES 6 FRONT LAOD WASHER 10KG,87251472
WNA254U1AU,BOSCH SERIES 6 WASHDRY COMBO 10KG/5KG,
WNA254U1AU,BOSCH SERIES 6 WASHDRY COMBO 10KG/5KG,102251714
,BOSCH SERIES 6 WASHDRY COMBO 10KG/5KG,99250773
WQB235B8AU,BOSCH SERIES 8 HEAT PUMP DRYER 8KG,
WQB235B8AU,BOSCH SERIES 8 HEAT PUMP DRYER 8KG,00521243207
,BOSCH SERIES 8 HEAT PUMP DRYER 8KG,5212432084
WQG235D8AU,BOSCH 8KG  SERIES 8 9 STAR REVERSE TUMBL,
WQG235D8AU,BOSCH 8KG  SERIES 8 9 STAR REVERSE TUMBL,0057124013125
,BOSCH 8KG  SERIES 8 9 STAR REVERSE TUMBL,5212507342
WQG235DRAU,BOSCH 8KG GRAPHITE GRAY 9-STAR R/TUMBLE,
WQG235DRAU,BOSCH 8KG GRAPHITE GRAY 9-STAR R/TUMBLE,00521241354
,BOSCH 8KG GRAPHITE GRAY 9-STAR R/TUMBLE,8724138
WQG24200AU,BOSCH 9KG 7 STAR AUTODRY HALF LOAD,
WQG24200AU,BOSCH 9KG 7 STAR AUTODRY HALF LOAD,5212515052
WQG24201AU,BOSCH SERIES 8 9KG 7 STAR ENERGY AUTODRY,
WQG24201AU,BOSCH SERIES 8 9KG 7 STAR ENERGY AUTODRY,0057124013128
,BOSCH SERIES 8 9KG 7 STAR ENERGY AUTODRY,5212515053
WTZ11400,BSH STACKING KIT,
WTZ11400,BSH STACKING KIT,0052119232
WTZ20410,BOSCH BASIC STACKING KIT,
WTZ20410,BOSCH BASIC STACKING KIT,00521243301
WTZ27400,BOSCH STACKING KIT PULL OUT SHELF,
WTZ27400,BOSCH STACKING KIT PULL OUT SHELF,00521240537
,BOSCH STACKING KIT PULL OUT SHELF,87243301
WTZ2741C,BOSCH STACKING KIT GRAPHITE WASHERDRYER,
WTZ2741C,BOSCH STACKING KIT GRAPHITE WASHERDRYER,00521250553
Z11SZ60G0,GRAPHITE GREY SEAMLESS KIT,
Z11SZ60G0,GRAPHITE GREY SEAMLESS KIT,5212334947
B27CR22N1B,NEFF OVEN PYROLYTIC,
B27CR22N1B,NEFF OVEN PYROLYTIC,28181924
B54CR71G0B,N70 GRAPHITE-GREY PYRO OVEN,
B54CR71G0B,N70 GRAPHITE-GREY PYRO OVEN,8625072
B59CR72Y0A,NEFF PYROLYTIC FLEXDESIGN SLIDE&HIDEOVEN,
B59CR72Y0A,NEFF PYROLYTIC FLEXDESIGN SLIDE&HIDEOVEN,00521241415
,NEFF PYROLYTIC FLEXDESIGN SLIDE&HIDEOVEN,5212414118
B69FY5CY0A,NEFF FLEXDESIGN SLIDE&HIDE OVEN,
B69FY5CY0A,NEFF FLEXDESIGN SLIDE&HIDE OVEN,118242171
C17WR00N0A,NEFF MICROWAVE,
C17WR00N0A,NEFF MICROWAVE,005212408011
,NEFF MICROWAVE,92325136
C18FT56H0B,NEFF COMPACT OVEN WITH FULL STEAM,
C18FT56H0B,NEFF COMPACT OVEN WITH FULL STEAM,923251582
C29FY5CY0,NEFF COMPACT FLEXDESIGN OVEN,
C29FY5CY0,NEFF COMPACT FLEXDESIGN OVEN,508242171
C29MR21Y0B,NEFF COMPACT FLEXDESIGN OVEN,
C29MR21Y0B,NEFF COMPACT FLEXDESIGN OVEN,00521251672
C29MY7MY0,NEFF PYROLYTIC COMPACT FLEXDESIGN OVEN,
C29MY7MY0,NEFF PYROLYTIC COMPACT FLEXDESIGN OVEN,11824217
D55MH56N0A,NEFF 52CM INTEGRATED 650M3/H 53DB(A),
D55MH56N0A,NEFF 52CM INTEGRATED 650M3/H 53DB(A),521240129
D86NPC1S0A,86CM INTEGRATED RANGEHOOD,
D86NPC1S0A,86CM INTEGRATED RANGEHOOD,00521251673
D94BHM1S5,NEFF 90CM BLACK CANOPY LED LIGHTING,
D94BHM1S5,NEFF 90CM BLACK CANOPY LED LIGHTING,5212334945
D96BMU5N0A,NEFF 90CM CANOPY RANGEHOOD,
D96BMU5N0A,NEFF 90CM CANOPY RANGEHOOD,118242175
L2ACH7MG0,NEFFGRAPHITE GREY90XMX60CM BUILT INOVEN,
L2ACH7MG0,NEFFGRAPHITE GREY90XMX60CM BUILT INOVEN,8724286
N29HA11Y1A,NEFF 14CM MULTIFUNCTIONAL WARMING DRAWER,
N29HA11Y1A,NEFF 14CM MULTIFUNCTIONAL WARMING DRAWER,50824217
S125HCS01A,NEFF 60CM BUILT UNDER DISHWASHER,
S125HCS01A,NEFF 60CM BUILT UNDER DISHWASHER,00521251674
S287HDX01A,NEFF FULLY INTEGRATED TALLTUB DISHWASHER,
S287HDX01A,NEFF FULLY INTEGRATED TALLTUB DISHWASHER,5212334941
T26DS59N0A,NEFF 60CM FLAMESELECT GAS CKTOP 4 BURNER,
T26DS59N0A,NEFF 60CM FLAMESELECT GAS CKTOP 4 BURNER,508232893
T29TA79N0A,NEFF 90CM FLAME SELECT GAS COOKTOP,
T29TA79N0A,NEFF 90CM FLAME SELECT GAS COOKTOP,920241202
T66YYY4C0,NEFF 60CM FLEXDESIGN INDUCTION COOKTOP,
T66YYY4C0,NEFF 60CM FLEXDESIGN INDUCTION COOKTOP,118242172
T68FHE4L0,NEFF 80CM INDUCTION COOKTOP,
T68FHE4L0,NEFF 80CM INDUCTION COOKTOP,118242173
T69YYX4C0,NEFF 90CM FLEXDESIGN INDUCTION COOKTOP,
